churn_intent,satisfaction_score,nps,engagement_count,services_count,loyalty_tier,tenure_months,avg_monthly_spend,upgrade_willingness,value_for_money,pref_channel,network_quality_score,service_quality_score,plan_flexibility,retention_incentives,pain_points,digital_literacy,income_bracket,age_group,payment_method,multi_sim_usage,price_quality_weight,churn_flag
1,5.4,6,17,1,Silver,11,23.83,1,2,Email,5,1,5,"Price discount, Loyalty points","Dropped calls, Hidden fees",Intermediate,5-10k,35-44,Debit card,No,8,0
1,9.2,9,16,1,Gold,72,19.79,2,5,App push,4,5,4,"Device upgrade, Streaming subscription, Extra data","Slow data, Hidden fees",Advanced,10-20k,25-34,Credit card,No,10,0
2,7.0,7,18,4,Silver,59,27.43,5,1,Email,5,4,5,"Extra data, Price discount, Device upgrade","Hidden fees, Dropped calls, Slow data",Advanced,10-20k,18-24,Auto-pay,Yes,8,0
1,6.3,5,15,3,Platinum,36,36.0,1,3,Email,1,5,3,Loyalty points,Poor support,Advanced,5-10k,25-34,Credit card,No,5,0
1,7.5,9,20,2,Bronze,15,13.34,2,2,Phone call,5,3,1,"Device upgrade, Loyalty points",Billing errors,Intermediate,<5k,45-54,Wallet,No,4,0
3,8.0,10,14,3,Silver,2,28.31,5,2,Email,4,4,4,Device upgrade,"Poor support, Billing errors, Hidden fees",Advanced,<5k,18-24,Debit card,Yes,6,0
3,9.0,7,16,3,Gold,3,50.64,5,3,Email,4,4,2,"Streaming subscription, Extra data",,Advanced,10-20k,25-34,Cash,Yes,8,0
2,9.5,8,21,3,Bronze,16,33.63,5,5,App push,4,5,3,,,Advanced,10-20k,25-34,Credit card,No,5,0
4,6.6,6,18,1,Silver,60,25.32,3,1,Email,2,2,1,Streaming subscription,,Advanced,10-20k,25-34,Auto-pay,No,5,1
5,5.1,4,24,1,Bronze,17,34.88,3,3,Email,3,3,5,"Extra data, Loyalty points",,Intermediate,5-10k,45-54,Credit card,No,10,1
1,6.5,7,16,3,Bronze,8,125.84,4,1,Phone call,5,3,1,"Streaming subscription, Loyalty points",Poor support,Advanced,<5k,25-34,Debit card,No,9,0
5,7.6,7,13,2,Bronze,9,148.52,2,1,App push,4,5,5,"Device upgrade, Price discount","Billing errors, Hidden fees, Slow data",Advanced,20k+,25-34,Auto-pay,Yes,9,1
2,5.7,8,16,4,Platinum,59,8.06,4,3,App push,4,3,5,"Price discount, Loyalty points, Device upgrade","Dropped calls, Hidden fees, Billing errors",Intermediate,10-20k,35-44,Wallet,No,2,0
1,5.7,7,9,3,Silver,16,10.44,2,3,Email,2,4,3,Loyalty points,Slow data,Advanced,5-10k,25-34,Debit card,No,4,0
3,7.8,8,21,4,Gold,57,42.63,1,2,Email,1,3,4,"Price discount, Device upgrade, Streaming subscription",Dropped calls,Advanced,20k+,25-34,Auto-pay,No,6,0
2,7.1,8,12,2,Bronze,8,10.72,4,2,Phone call,5,5,4,"Price discount, Streaming subscription, Loyalty points","Billing errors, Hidden fees, Poor support",Advanced,10-20k,25-34,Cash,No,3,0
4,7.3,9,14,4,Silver,9,30.6,2,1,Email,4,5,5,Device upgrade,"Poor support, Billing errors, Slow data",Advanced,5-10k,18-24,Credit card,No,10,1
1,6.0,5,16,2,Silver,13,20.21,4,2,SMS,4,4,3,"Streaming subscription, Extra data, Device upgrade",Slow data,Advanced,10-20k,18-24,Debit card,No,10,0
1,6.8,6,18,4,Platinum,28,14.18,1,5,Email,3,4,4,"Loyalty points, Extra data, Streaming subscription",,Advanced,10-20k,25-34,Credit card,No,5,0
4,5.7,6,9,1,Gold,34,29.73,1,5,Email,5,3,3,Streaming subscription,"Billing errors, Dropped calls, Slow data",Advanced,10-20k,25-34,Credit card,No,10,1
2,8.6,10,20,2,Gold,10,27.4,5,2,SMS,3,1,5,Extra data,Poor support,Intermediate,<5k,45-54,Wallet,No,6,0
2,8.9,9,22,3,Bronze,11,313.24,3,3,App push,3,3,3,"Extra data, Device upgrade, Streaming subscription",,Advanced,5-10k,25-34,Debit card,No,10,0
4,4.2,2,16,2,Silver,4,17.4,4,5,Phone call,4,5,3,"Device upgrade, Extra data, Loyalty points",,Intermediate,20k+,35-44,Credit card,No,6,1
2,5.7,5,12,2,Silver,4,54.17,5,1,App push,3,4,4,"Price discount, Extra data","Poor support, Hidden fees, Slow data",Intermediate,<5k,35-44,Wallet,No,7,0
2,4.8,5,10,4,Platinum,8,29.78,4,5,App push,3,5,5,Price discount,"Billing errors, Poor support, Slow data",Beginner,5-10k,18-24,Credit card,No,9,0
5,6.2,6,15,2,Bronze,53,17.05,2,5,App push,5,4,3,Price discount,,Intermediate,5-10k,35-44,Auto-pay,Yes,9,1
3,7.1,9,15,3,Bronze,8,38.08,2,1,App push,5,5,1,"Loyalty points, Streaming subscription, Extra data",,Advanced,5-10k,18-24,Auto-pay,No,7,0
3,4.9,3,19,1,Silver,21,33.49,4,1,SMS,5,4,3,Price discount,,Beginner,10-20k,55+,Auto-pay,No,6,0
3,5.7,6,18,3,Bronze,14,25.02,3,5,SMS,4,4,5,"Price discount, Loyalty points","Slow data, Dropped calls, Poor support",Advanced,20k+,18-24,Wallet,No,7,0
2,5.6,7,14,3,Bronze,8,28.4,2,3,SMS,2,3,4,"Device upgrade, Extra data",Slow data,Advanced,<5k,25-34,Credit card,No,4,0
4,7.5,10,15,2,Gold,31,17.67,5,1,SMS,3,4,5,"Loyalty points, Price discount","Hidden fees, Slow data, Dropped calls",Advanced,<5k,18-24,Debit card,Yes,6,1
2,7.3,7,9,1,Silver,12,15.58,2,2,Email,5,4,1,"Extra data, Streaming subscription","Slow data, Poor support",Intermediate,<5k,55+,Credit card,No,3,0
4,6.0,7,11,3,Gold,38,37.25,5,3,Email,4,5,3,"Streaming subscription, Device upgrade",Slow data,Advanced,20k+,25-34,Credit card,Yes,2,1
3,7.5,8,14,1,Gold,39,21.69,1,4,SMS,5,5,4,Device upgrade,"Poor support, Hidden fees, Slow data",Intermediate,10-20k,35-44,Cash,Yes,6,0
3,6.3,7,15,1,Bronze,12,23.48,1,4,SMS,1,4,5,"Extra data, Device upgrade",,Advanced,5-10k,18-24,Credit card,No,9,0
3,6.8,7,10,3,Silver,34,28.61,2,5,Email,4,1,1,"Loyalty points, Extra data, Price discount",Slow data,Intermediate,10-20k,35-44,Auto-pay,No,8,0
2,9.9,10,14,1,Bronze,34,28.39,4,2,Email,1,4,5,"Device upgrade, Price discount","Dropped calls, Billing errors",Advanced,20k+,25-34,Auto-pay,No,6,0
1,9.3,6,10,1,Gold,15,11.18,5,3,App push,4,4,3,"Loyalty points, Price discount",,Intermediate,10-20k,45-54,Debit card,No,10,0
1,5.1,6,13,3,Silver,14,49.77,1,3,SMS,5,3,1,"Streaming subscription, Extra data","Poor support, Hidden fees, Slow data",Advanced,20k+,25-34,Debit card,Yes,5,0
2,8.5,9,16,1,Silver,25,26.22,5,3,App push,5,5,2,"Streaming subscription, Price discount, Device upgrade","Hidden fees, Billing errors, Dropped calls",Advanced,5-10k,18-24,Debit card,No,1,0
1,8.5,8,19,2,Bronze,68,21.95,4,1,Phone call,4,5,2,"Device upgrade, Extra data, Price discount","Hidden fees, Poor support",Advanced,10-20k,18-24,Wallet,No,1,0
2,5.4,8,11,1,Silver,44,31.09,2,5,App push,4,5,3,Device upgrade,,Advanced,5-10k,25-34,Cash,Yes,3,0
2,8.5,8,16,3,Bronze,21,27.94,3,5,App push,5,3,1,Loyalty points,,Intermediate,10-20k,35-44,Credit card,No,8,0
2,9.7,9,11,3,Silver,2,37.41,4,3,Phone call,5,5,1,"Streaming subscription, Price discount, Loyalty points",,Advanced,10-20k,18-24,Debit card,No,4,0
5,5.4,8,107,3,Gold,76,32.98,1,4,SMS,2,5,5,"Price discount, Extra data","Dropped calls, Billing errors, Poor support",Intermediate,10-20k,35-44,Debit card,No,7,1
5,5.7,5,18,2,Gold,2,36.41,1,2,Phone call,4,4,1,"Streaming subscription, Extra data","Dropped calls, Poor support",Advanced,10-20k,25-34,Auto-pay,No,10,1
2,8.8,8,101,1,Bronze,16,51.58,5,3,App push,3,4,2,"Device upgrade, Extra data","Billing errors, Poor support, Hidden fees",Advanced,<5k,25-34,Credit card,No,3,0
2,7.6,7,22,1,Silver,9,39.88,1,4,App push,4,5,3,Device upgrade,Billing errors,Advanced,5-10k,25-34,Credit card,No,7,0
3,8.1,9,139,2,Gold,84,22.46,3,3,Email,4,4,3,"Extra data, Loyalty points","Billing errors, Poor support",Beginner,20k+,25-34,Wallet,No,7,0
1,7.7,8,14,4,Bronze,11,13.23,3,5,Email,4,4,4,"Device upgrade, Price discount, Streaming subscription",,Intermediate,20k+,35-44,Wallet,Yes,4,0
4,7.8,6,14,2,Gold,47,61.39,1,4,App push,4,4,3,Price discount,,Advanced,<5k,18-24,Wallet,No,9,1
4,5.1,4,14,2,Bronze,19,21.53,2,2,App push,3,4,4,,"Hidden fees, Poor support",Advanced,<5k,18-24,Debit card,Yes,5,1
2,8.9,8,15,1,Silver,11,18.91,1,4,App push,4,3,4,"Streaming subscription, Extra data, Loyalty points",,Intermediate,<5k,45-54,Cash,No,5,0
2,9.1,9,20,3,Silver,32,37.76,4,1,SMS,5,5,1,"Device upgrade, Price discount","Poor support, Hidden fees, Billing errors",Intermediate,10-20k,45-54,Debit card,No,10,0
2,6.8,7,16,3,Silver,10,29.55,2,2,Email,5,5,1,"Device upgrade, Price discount, Streaming subscription","Poor support, Slow data",Advanced,10-20k,25-34,Credit card,No,7,0
1,7.1,8,17,3,Gold,21,26.63,1,2,Email,4,5,3,Device upgrade,"Dropped calls, Poor support",Advanced,<5k,25-34,Debit card,Yes,8,0
4,4.8,3,21,4,Bronze,1,10.66,4,3,Email,5,2,2,Streaming subscription,,Advanced,5-10k,35-44,Credit card,No,9,1
1,8.0,9,11,2,Bronze,10,31.48,5,4,SMS,5,5,4,"Price discount, Streaming subscription",,Intermediate,10-20k,25-34,Credit card,Yes,4,0
2,8.1,8,20,1,Silver,45,18.65,2,3,SMS,3,2,3,"Streaming subscription, Loyalty points",Poor support,Advanced,10-20k,18-24,Auto-pay,No,9,0
2,7.1,9,11,2,Gold,27,107.73,5,4,Email,1,2,2,"Device upgrade, Price discount, Extra data","Billing errors, Slow data",Advanced,5-10k,18-24,Credit card,No,5,0
4,9.0,10,12,3,Bronze,23,17.94,3,3,Email,5,4,1,"Extra data, Price discount",,Intermediate,5-10k,35-44,Auto-pay,No,5,1
4,6.7,8,14,3,Gold,31,19.31,1,2,SMS,5,4,2,"Streaming subscription, Loyalty points, Price discount",,Intermediate,5-10k,35-44,Credit card,Yes,5,1
3,8.1,9,14,2,Silver,45,15.16,1,5,Phone call,5,4,3,,,Advanced,5-10k,18-24,Credit card,No,4,0
2,5.6,7,19,3,Bronze,19,49.54,2,2,App push,5,2,3,Device upgrade,"Slow data, Hidden fees",Beginner,5-10k,25-34,Cash,No,8,0
4,7.2,8,18,3,Gold,12,19.98,2,2,App push,5,4,3,"Price discount, Streaming subscription, Loyalty points","Dropped calls, Hidden fees, Slow data",Advanced,10-20k,25-34,Wallet,No,7,1
4,6.9,7,24,4,Bronze,34,16.47,1,3,SMS,4,3,1,"Streaming subscription, Loyalty points","Slow data, Dropped calls, Billing errors",Intermediate,20k+,35-44,Debit card,No,5,1
2,7.6,10,132,3,Silver,64,36.19,3,2,App push,1,5,4,"Device upgrade, Loyalty points",,Advanced,10-20k,18-24,Wallet,Yes,8,0
1,6.6,8,18,3,Bronze,12,11.48,3,1,Email,3,4,5,"Streaming subscription, Loyalty points, Device upgrade","Billing errors, Dropped calls",Advanced,10-20k,18-24,Credit card,No,5,0
1,7.0,8,11,2,Silver,15,34.6,1,4,Phone call,4,5,2,"Streaming subscription, Extra data, Device upgrade","Billing errors, Slow data, Hidden fees",Intermediate,<5k,35-44,Auto-pay,No,5,0
2,8.5,7,9,3,Silver,27,65.35,5,3,App push,5,4,3,"Streaming subscription, Extra data, Device upgrade","Dropped calls, Hidden fees, Slow data",Advanced,5-10k,18-24,Credit card,No,6,0
1,6.5,5,16,4,Silver,3,33.5,4,3,App push,4,2,5,"Loyalty points, Device upgrade",Dropped calls,Intermediate,<5k,35-44,Wallet,No,7,0
2,4.6,5,17,2,Silver,28,34.84,1,5,App push,5,5,2,"Streaming subscription, Extra data, Loyalty points","Dropped calls, Hidden fees, Billing errors",Advanced,<5k,25-34,Debit card,Yes,7,0
2,10.0,10,16,3,Silver,7,39.59,4,3,SMS,3,3,3,Streaming subscription,,Advanced,10-20k,18-24,Wallet,No,5,0
3,9.4,9,27,3,Bronze,11,62.82,4,5,SMS,4,4,1,Price discount,Billing errors,Advanced,20k+,25-34,Cash,Yes,8,0
3,5.1,5,12,1,Silver,5,47.72,2,1,App push,2,5,4,"Loyalty points, Price discount",,Beginner,<5k,35-44,Credit card,No,5,0
1,8.3,10,17,3,Platinum,32,31.24,4,3,SMS,4,1,1,"Price discount, Device upgrade, Streaming subscription","Hidden fees, Poor support",Intermediate,5-10k,45-54,Auto-pay,No,4,0
1,6.4,7,15,1,Gold,23,40.33,1,5,SMS,5,5,5,"Streaming subscription, Price discount, Device upgrade",Slow data,Intermediate,10-20k,45-54,Credit card,No,2,0
2,7.6,6,17,4,Bronze,7,15.07,2,3,App push,5,4,4,"Price discount, Device upgrade","Slow data, Dropped calls",Advanced,<5k,25-34,Credit card,No,8,0
1,7.7,8,101,3,Bronze,140,37.6,2,4,Email,5,3,4,"Device upgrade, Loyalty points","Poor support, Dropped calls",Advanced,5-10k,35-44,Wallet,Yes,6,0
4,6.8,6,11,1,Platinum,4,14.11,2,2,App push,3,2,4,"Price discount, Extra data, Loyalty points",,Intermediate,10-20k,25-34,Credit card,Yes,7,1
3,5.9,5,13,1,Silver,14,20.05,1,1,Phone call,4,3,3,Extra data,"Billing errors, Slow data",Advanced,10-20k,25-34,Credit card,Yes,9,0
3,6.1,6,18,3,Silver,5,4.5,2,3,Email,4,5,3,"Loyalty points, Extra data, Price discount",,Intermediate,<5k,45-54,Debit card,Yes,5,0
2,5.7,5,93,2,Gold,68,30.59,1,2,SMS,4,5,5,"Device upgrade, Extra data, Loyalty points","Billing errors, Slow data",Advanced,5-10k,18-24,Wallet,No,3,0
4,5.9,4,18,1,Bronze,12,17.22,2,5,SMS,5,3,5,Loyalty points,,Advanced,10-20k,18-24,Credit card,Yes,6,1
2,7.1,7,11,2,Silver,6,45.2,4,2,SMS,5,2,3,Extra data,"Slow data, Hidden fees",Advanced,5-10k,25-34,Debit card,No,7,0
4,6.1,5,11,2,Platinum,19,30.4,2,5,SMS,5,5,5,"Streaming subscription, Loyalty points","Poor support, Hidden fees",Advanced,<5k,18-24,Cash,No,5,1
2,8.3,5,12,1,Silver,7,45.52,1,5,SMS,3,4,3,"Device upgrade, Extra data","Billing errors, Dropped calls, Slow data",Advanced,10-20k,18-24,Wallet,No,10,0
2,9.6,10,14,3,Bronze,1,13.52,4,2,Email,5,4,3,"Price discount, Device upgrade, Loyalty points",,Intermediate,<5k,35-44,Auto-pay,No,0,0
4,6.3,8,14,4,Bronze,3,43.43,3,2,Email,2,4,3,"Device upgrade, Loyalty points, Extra data",,Advanced,10-20k,25-34,Wallet,No,9,1
3,7.6,7,14,3,Bronze,14,78.12,3,5,App push,5,3,2,"Extra data, Device upgrade",Dropped calls,Intermediate,<5k,45-54,Cash,Yes,8,0
2,8.0,8,16,3,Gold,15,37.35,4,5,App push,4,5,1,"Device upgrade, Price discount","Slow data, Poor support",Intermediate,20k+,45-54,Debit card,No,7,0
2,8.0,7,10,2,Bronze,9,37.89,3,3,App push,4,5,2,"Device upgrade, Price discount",,Advanced,5-10k,25-34,Credit card,No,0,0
3,7.3,9,11,2,Bronze,51,26.93,2,2,Email,4,3,3,"Loyalty points, Device upgrade, Price discount","Slow data, Dropped calls, Billing errors",Advanced,5-10k,25-34,Cash,No,9,0
1,8.4,10,13,2,Platinum,25,18.38,4,3,SMS,5,4,2,"Device upgrade, Loyalty points","Hidden fees, Billing errors, Slow data",Advanced,<5k,25-34,Auto-pay,Yes,3,0
1,8.0,8,17,3,Bronze,26,37.29,5,4,App push,1,4,3,"Device upgrade, Streaming subscription","Hidden fees, Billing errors, Poor support",Intermediate,5-10k,35-44,Cash,No,5,0
3,5.2,6,19,4,Bronze,8,10.72,2,2,Email,4,4,5,"Streaming subscription, Device upgrade","Dropped calls, Billing errors",Advanced,20k+,25-34,Credit card,Yes,6,0
3,8.6,9,16,3,Bronze,7,19.5,5,4,SMS,5,3,2,Streaming subscription,"Slow data, Poor support, Hidden fees",Intermediate,20k+,35-44,Debit card,No,7,0
2,8.6,7,15,4,Bronze,22,9.26,4,1,App push,4,5,3,Streaming subscription,"Hidden fees, Poor support, Billing errors",Advanced,5-10k,25-34,Cash,No,8,0
1,6.0,6,15,3,Silver,15,16.66,1,1,Email,3,4,1,Extra data,"Poor support, Slow data, Hidden fees",Intermediate,5-10k,35-44,Cash,No,8,0
2,7.3,7,14,2,Platinum,24,34.92,3,2,SMS,4,4,1,"Loyalty points, Price discount",,Advanced,10-20k,25-34,Cash,No,8,0
1,8.3,8,11,2,Gold,15,32.39,4,2,App push,4,4,4,"Extra data, Loyalty points","Slow data, Billing errors",Advanced,20k+,25-34,Debit card,No,7,0
2,6.9,7,13,1,Silver,33,25.23,5,2,Phone call,5,3,3,"Loyalty points, Price discount, Device upgrade",,Intermediate,5-10k,45-54,Credit card,No,7,0
1,8.9,9,19,1,Silver,19,26.94,4,3,Email,5,2,4,"Loyalty points, Device upgrade","Hidden fees, Billing errors",Intermediate,5-10k,35-44,Auto-pay,Yes,3,0
3,10.0,10,25,3,Silver,17,8.7,2,2,Email,4,5,1,"Loyalty points, Extra data, Device upgrade",Dropped calls,Intermediate,5-10k,18-24,Cash,No,4,0
2,5.9,6,21,2,Bronze,28,19.99,2,1,App push,5,3,3,Streaming subscription,,Beginner,10-20k,45-54,Credit card,No,8,0
3,5.0,4,18,3,Bronze,56,16.87,1,2,App push,4,5,2,Extra data,"Billing errors, Slow data, Poor support",Advanced,<5k,25-34,Credit card,Yes,8,0
1,7.7,7,11,3,Platinum,31,17.07,1,5,SMS,2,4,2,Extra data,"Dropped calls, Hidden fees, Slow data",Intermediate,10-20k,45-54,Auto-pay,No,8,0
1,8.4,7,18,2,Bronze,6,34.12,4,3,App push,3,4,1,Device upgrade,"Billing errors, Dropped calls, Poor support",Intermediate,5-10k,35-44,Wallet,Yes,5,0
5,6.8,8,130,2,Bronze,64,15.28,3,3,Phone call,4,4,1,Price discount,Poor support,Advanced,10-20k,25-34,Debit card,Yes,8,1
5,9.5,7,19,2,Silver,17,17.59,4,3,Email,3,4,2,"Streaming subscription, Price discount, Loyalty points","Dropped calls, Poor support, Slow data",Advanced,<5k,18-24,Credit card,No,3,1
2,5.1,6,11,2,Silver,24,7.78,1,5,Phone call,5,2,1,"Loyalty points, Device upgrade","Hidden fees, Slow data, Poor support",Advanced,5-10k,25-34,Credit card,No,9,0
1,8.3,10,14,3,Bronze,14,20.87,5,2,Phone call,5,4,5,"Loyalty points, Streaming subscription, Price discount","Hidden fees, Slow data, Billing errors",Advanced,5-10k,25-34,Credit card,Yes,5,0
5,6.2,6,18,2,Bronze,19,13.49,2,4,Email,3,5,2,"Loyalty points, Streaming subscription, Price discount","Slow data, Dropped calls, Hidden fees",Intermediate,10-20k,35-44,Cash,No,10,1
1,10.0,7,13,3,Silver,20,25.62,5,4,App push,4,5,1,Price discount,Billing errors,Advanced,<5k,25-34,Debit card,No,2,0
2,10.0,10,12,4,Silver,23,14.54,4,4,SMS,5,3,1,"Streaming subscription, Price discount",Poor support,Advanced,5-10k,18-24,Cash,Yes,10,0
2,6.0,6,18,4,Bronze,5,25.98,3,1,App push,5,4,3,"Extra data, Streaming subscription",Dropped calls,Intermediate,5-10k,45-54,Cash,No,5,0
2,6.3,5,17,4,Silver,6,22.66,1,4,App push,5,3,1,"Device upgrade, Streaming subscription, Extra data",,Beginner,5-10k,55+,Credit card,No,5,0
1,8.6,8,17,2,Silver,67,61.54,5,1,SMS,4,3,5,Extra data,"Slow data, Poor support",Advanced,10-20k,25-34,Credit card,Yes,6,0
2,6.6,8,11,1,Gold,2,32.25,3,3,App push,5,1,5,Loyalty points,,Advanced,10-20k,18-24,Debit card,No,4,0
4,7.1,8,15,2,Bronze,20,8.92,4,4,App push,4,5,2,"Extra data, Loyalty points","Hidden fees, Poor support",Advanced,10-20k,25-34,Credit card,Yes,6,1
1,7.2,6,24,2,Bronze,31,12.24,1,2,Email,4,3,3,"Device upgrade, Loyalty points","Poor support, Hidden fees, Slow data",Advanced,5-10k,18-24,Credit card,No,4,0
4,4.1,2,17,4,Silver,8,25.29,2,5,SMS,2,3,1,"Streaming subscription, Extra data","Poor support, Slow data",Intermediate,10-20k,45-54,Cash,No,4,1
3,7.2,7,20,3,Gold,44,14.71,2,1,SMS,2,3,4,"Loyalty points, Streaming subscription",,Advanced,5-10k,18-24,Wallet,Yes,7,0
5,6.1,6,12,1,Bronze,20,4.79,1,5,App push,4,2,3,Device upgrade,,Intermediate,<5k,35-44,Wallet,No,4,1
2,6.4,7,13,1,Silver,57,51.53,2,3,Phone call,3,5,2,"Extra data, Price discount, Loyalty points",Hidden fees,Beginner,<5k,25-34,Wallet,No,4,0
2,9.5,9,16,1,Bronze,8,36.46,5,2,App push,1,2,2,Device upgrade,Slow data,Intermediate,5-10k,35-44,Cash,No,3,0
1,5.2,6,17,3,Bronze,16,32.67,2,1,Email,5,2,4,"Extra data, Device upgrade",Slow data,Intermediate,10-20k,35-44,Cash,No,5,0
4,8.5,10,20,3,Silver,13,17.57,5,5,Email,1,5,3,"Extra data, Streaming subscription, Price discount","Dropped calls, Poor support",Intermediate,10-20k,45-54,Credit card,Yes,9,1
2,6.8,8,20,4,Bronze,11,31.04,1,1,Email,4,4,1,"Extra data, Loyalty points",,Advanced,10-20k,25-34,Auto-pay,No,4,0
2,6.8,7,10,4,Gold,12,16.65,3,1,SMS,4,5,4,"Loyalty points, Price discount","Dropped calls, Slow data",Advanced,5-10k,18-24,Credit card,No,4,0
5,8.5,8,16,2,Silver,14,27.46,4,2,Email,5,4,3,"Extra data, Price discount, Streaming subscription",,Advanced,5-10k,18-24,Credit card,No,6,1
4,7.7,7,23,2,Silver,14,14.79,2,4,Email,4,3,5,"Price discount, Streaming subscription","Billing errors, Hidden fees",Intermediate,<5k,45-54,Credit card,No,5,1
2,8.1,10,15,2,Silver,34,56.48,5,3,Email,2,5,1,"Loyalty points, Device upgrade",Slow data,Beginner,5-10k,45-54,Auto-pay,No,10,0
1,8.7,8,16,2,Silver,32,10.34,2,1,Phone call,4,2,4,"Loyalty points, Price discount","Dropped calls, Billing errors",Intermediate,5-10k,35-44,Auto-pay,No,6,0
2,6.7,7,12,4,Bronze,4,48.32,4,2,App push,5,4,4,"Device upgrade, Extra data",Slow data,Intermediate,<5k,35-44,Wallet,No,7,0
3,6.2,6,17,3,Gold,12,25.06,2,2,App push,5,4,1,"Device upgrade, Extra data, Streaming subscription","Dropped calls, Hidden fees",Intermediate,<5k,35-44,Cash,No,8,0
1,5.5,5,19,3,Platinum,25,18.74,1,2,SMS,4,3,4,"Device upgrade, Streaming subscription, Loyalty points",Dropped calls,Advanced,5-10k,18-24,Debit card,No,8,0
2,5.9,4,23,2,Bronze,23,26.89,4,3,Phone call,4,5,3,Streaming subscription,"Billing errors, Poor support, Slow data",Intermediate,10-20k,45-54,Auto-pay,Yes,7,0
2,10.0,10,9,1,Bronze,16,36.72,4,4,App push,5,5,5,"Extra data, Device upgrade","Hidden fees, Slow data",Advanced,20k+,25-34,Cash,No,6,0
1,9.2,9,15,1,Bronze,19,52.02,5,2,App push,3,5,1,"Streaming subscription, Device upgrade","Poor support, Hidden fees, Billing errors",Advanced,20k+,25-34,Auto-pay,No,10,0
1,5.0,6,8,2,Silver,14,29.14,1,2,Email,5,5,4,Price discount,"Billing errors, Dropped calls, Hidden fees",Advanced,10-20k,25-34,Credit card,No,6,0
1,5.1,4,16,3,Silver,36,15.03,4,2,Email,4,4,2,Loyalty points,"Poor support, Slow data",Advanced,5-10k,18-24,Credit card,No,5,0
5,8.0,9,21,2,Gold,33,25.29,5,5,Email,1,3,5,"Loyalty points, Streaming subscription","Hidden fees, Dropped calls",Advanced,10-20k,18-24,Wallet,Yes,4,1
1,8.1,7,14,3,Gold,15,66.64,2,5,SMS,4,3,2,"Loyalty points, Streaming subscription","Billing errors, Dropped calls",Intermediate,10-20k,35-44,Credit card,No,2,0
3,8.1,10,13,3,Silver,18,51.48,5,5,App push,3,4,5,Price discount,"Dropped calls, Billing errors, Poor support",Intermediate,<5k,18-24,Auto-pay,Yes,8,0
3,6.8,5,14,2,Silver,15,40.44,1,2,Phone call,5,4,5,Loyalty points,"Hidden fees, Dropped calls, Poor support",Intermediate,5-10k,35-44,Debit card,No,0,0
1,7.0,8,15,3,Silver,17,38.0,2,1,SMS,5,5,2,"Price discount, Extra data, Device upgrade","Hidden fees, Dropped calls, Billing errors",Advanced,10-20k,25-34,Auto-pay,No,6,0
2,7.7,8,7,2,Silver,40,36.04,1,2,SMS,3,4,5,Price discount,"Hidden fees, Dropped calls",Advanced,5-10k,25-34,Credit card,No,5,0
5,7.3,6,19,3,Silver,14,46.4,1,2,App push,5,4,5,"Device upgrade, Price discount",,Advanced,5-10k,25-34,Cash,No,10,1
5,3.6,4,20,3,Silver,11,19.08,1,3,Email,2,4,2,"Device upgrade, Price discount",Dropped calls,Beginner,5-10k,25-34,Debit card,No,1,1
1,6.8,8,19,4,Silver,18,11.64,2,4,App push,4,5,3,"Extra data, Price discount, Loyalty points",Slow data,Intermediate,<5k,35-44,Cash,No,4,0
1,5.8,3,16,2,Silver,15,25.48,2,5,App push,2,5,3,"Loyalty points, Extra data","Poor support, Dropped calls, Billing errors",Beginner,5-10k,25-34,Debit card,No,6,0
3,7.5,8,8,2,Silver,10,15.65,2,5,Email,5,5,2,"Streaming subscription, Extra data","Hidden fees, Dropped calls",Intermediate,5-10k,35-44,Auto-pay,Yes,6,0
1,10.0,7,10,1,Gold,30,13.73,3,2,App push,5,4,1,Price discount,Billing errors,Advanced,<5k,25-34,Cash,No,5,0
4,7.8,7,15,2,Silver,33,16.51,2,4,Email,5,5,2,"Loyalty points, Streaming subscription","Dropped calls, Billing errors",Intermediate,<5k,35-44,Credit card,No,6,1
5,6.7,9,137,3,Silver,84,96.25,3,2,App push,5,1,2,"Loyalty points, Streaming subscription, Price discount",Dropped calls,Intermediate,10-20k,45-54,Auto-pay,No,3,1
1,8.7,8,16,4,Silver,11,26.44,4,1,App push,5,5,3,"Device upgrade, Extra data, Loyalty points","Slow data, Billing errors, Dropped calls",Intermediate,5-10k,35-44,Credit card,No,7,0
3,8.0,7,15,2,Silver,36,29.94,5,4,App push,5,4,1,"Device upgrade, Streaming subscription, Loyalty points",,Advanced,5-10k,25-34,Debit card,No,0,0
4,7.9,8,20,1,Bronze,6,12.52,2,1,SMS,5,4,5,"Loyalty points, Device upgrade, Extra data",Billing errors,Advanced,5-10k,18-24,Credit card,Yes,6,1
3,8.2,10,20,2,Bronze,16,8.9,5,3,SMS,5,4,4,Streaming subscription,"Slow data, Dropped calls, Billing errors",Advanced,20k+,25-34,Wallet,Yes,4,0
1,10.0,8,9,2,Silver,66,15.64,3,2,SMS,4,5,1,"Loyalty points, Extra data",Dropped calls,Advanced,5-10k,35-44,Credit card,No,9,0
4,5.4,4,16,2,Silver,21,54.11,1,4,Email,2,1,4,Device upgrade,"Poor support, Dropped calls",Advanced,5-10k,18-24,Credit card,Yes,10,1
3,8.0,10,18,2,Platinum,14,29.48,5,4,App push,4,5,4,Loyalty points,"Billing errors, Hidden fees",Advanced,20k+,25-34,Auto-pay,Yes,5,0
